# File Name: /shared/data/ui/current_run/01-15-2025-MX1-IFNa-IFNb-A549-Amel2_20250116_144056.eds
# Comment: 
# Operator: Prem P.
# Barcode: H3N02Y17
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-5
# Instrument Serial Number: 2778721110069
# Heated Cover Serial Number: 2779322062073
# Block Serial Number: 2778322122567
# Run Start Date/Time: 2025-01-16 04:41:55 PM EST
# Run End Date/Time: 2025-01-16 05:32:57 PM EST
# Run Duration: 51 minutes 1 seconds
# Sample Volume: 5.0
# Cover Temperature: 105.0
# Passive Reference: NONE
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-01-16 05:33:25 PM EST
# Exported On: 2025-01-16 05:33:26 PM EST
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End"
"121","F1","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3760978349153636","","","28.559227398148167","0.9005145145922895","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","22"
"122","F2","false","Sample 6","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.6396244677584795","","","30.576620414228188","0.9449282157973864","30.64624120467637","0.062272321496967764","true","30232.787256606887","true","3","25"
"122","F2","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.38695033493956","","","28.708187333774625","0.8989248949831289","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","20"
"123","F3","false","Sample 6","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.6505623409479733","","","30.665477545266114","0.959042755815496","30.64624120467637","0.062272321496967764","true","30232.787256606887","true","3","25"
"123","F3","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.4017114324770668","","","28.395786809912465","0.9301023265877808","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","23"
"125","F5","false","Sample 6","IFNa2","UNKNOWN","FAM","NFQ-MGB","Amp","2.569949746324244","","","35.592308921537665","0.8707111562276473","35.592308921537665","","true","18886.582361434972","true","3","30"
"125","F5","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.375613802731482","","","28.555752046629877","0.9422714213375873","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","20"
"126","F6","false","Sample 6","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","1.7215752433526679","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"126","F6","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3856152370943176","","","28.666662111565465","0.944832780275286","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","21"
"127","F7","false","Sample 6","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"127","F7","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3918209998488553","","","28.540913629093694","0.8939214223038673","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","19"
"129","F9","false","Sample 6","IFNb1","UNKNOWN","FAM","NFQ-MGB","Amp","2.4260366596812317","","","34.79038665929181","0.8785676889088907","34.4181731207566","0.5140155587384071","true","10459.134441064032","true","3","29"
"129","F9","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3900939951741953","","","28.38858688390338","0.9720077409003811","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","19"
"130","F10","false","Sample 6","IFNb1","UNKNOWN","FAM","NFQ-MGB","Amp","2.4584050195772633","","","34.632447177607204","0.8203726061835709","34.4181731207566","0.5140155587384071","true","10459.134441064032","true","3","27"
"130","F10","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3983841630997995","","","28.59670206616316","0.9289561092654264","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","21"
"131","F11","false","Sample 6","IFNb1","UNKNOWN","FAM","NFQ-MGB","Amp","2.5124836044525436","","","33.83168552537077","0.9130230914002623","34.4181731207566","0.5140155587384071","true","10459.134441064032","true","3","29"
"131","F11","false","Sample 6","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.4089516455987434","","","28.416286202490568","0.9655442075970806","28.536456053520155","0.11569328642605906","true","12679.83571224284","true","3","21"
"145","G1","false","Sample 7","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.637797252005432","","","32.92892163693766","0.9487365255523562","33.304355552173924","0.43667729095522084","true","30232.787256606887","true","3","26"
"145","G1","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3749888689116325","","","27.757569653068124","0.9330002467182312","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","20"
"146","G2","false","Sample 7","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.6110711099686044","","","33.78357566226883","0.9214201181812691","33.304355552173924","0.43667729095522084","true","30232.787256606887","true","3","27"
"146","G2","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3819919801775384","","","28.26829246071116","0.900932411722213","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","20"
"147","G3","false","Sample 7","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.6500318509929537","","","33.20056935731529","0.9206151762047294","33.304355552173924","0.43667729095522084","true","30232.787256606887","true","3","28"
"147","G3","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.4035698734013815","","","28.09311799704868","0.90028301357484","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","20"
"149","G5","false","Sample 7","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"149","G5","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.367957874103949","","","28.039672656602477","0.9618016373044683","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","20"
"150","G6","false","Sample 7","IFNa2","UNKNOWN","FAM","NFQ-MGB","Inconclusive","2.496734097579381","","","36.52844874542964","0.7569251579856027","36.52844874542964","","true","18886.582361434972","true","3","31"
"150","G6","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.376785455605733","","","28.118467260244664","0.9375994606240596","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","21"
"151","G7","false","Sample 7","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"151","G7","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.400476507891117","","","28.117091974917756","0.9469911895437024","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","21"
"153","G9","false","Sample 7","IFNb1","UNKNOWN","FAM","NFQ-MGB","Amp","2.500339942426304","","","33.77962792420318","0.9245966549062041","33.77962792420318","","true","10459.134441064032","true","3","28"
"153","G9","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3905658752156773","","","27.77376003205643","0.9670122164224001","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","21"
"154","G10","false","Sample 7","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"154","G10","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.402781595032704","","","27.918368375222983","0.9179639606505212","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","20"
"155","G11","false","Sample 7","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"155","G11","false","Sample 7","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.392986617674496","","","27.993523100814727","0.9069777724038294","28.008873723409668","0.1680493713766372","true","12679.83571224284","true","3","20"
"169","H1","false","Sample 8","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.6367959724958974","","","33.61485230174162","0.945605241353967","33.841220382734264","0.19705252741913099","true","30232.787256606887","true","3","27"
"169","H1","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3880033055156336","","","28.866470751793877","0.9393476057234322","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","21"
"170","H2","false","Sample 8","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.6204188730566327","","","33.97434978592872","0.9180347678711193","33.841220382734264","0.19705252741913099","true","30232.787256606887","true","3","28"
"170","H2","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.389870769983221","","","29.403319019744323","0.8869726055077481","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","23"
"171","H3","false","Sample 8","MX1","UNKNOWN","FAM","NFQ-MGB","Amp","2.642246949678617","","","33.93445906053245","0.9192530139063098","33.841220382734264","0.19705252741913099","true","30232.787256606887","true","3","28"
"171","H3","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.4037183057525326","","","29.03883701559114","0.9351426277260084","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","22"
"173","H5","false","Sample 8","IFNa2","UNKNOWN","FAM","NFQ-MGB","Inconclusive","2.5240784007080608","","","36.25833501447582","0.8122729268958557","36.18291973790345","0.10665330693985317","true","18886.582361434972","true","3","31"
"173","H5","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3584238109666527","","","29.1380925473565","0.928387660471605","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","21"
"174","H6","false","Sample 8","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","1.8539852449133865","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"174","H6","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3813216426219577","","","29.344085763703553","0.9440762487336415","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","22"
"175","H7","false","Sample 8","IFNa2","UNKNOWN","FAM","NFQ-MGB","Inconclusive","2.5597624855634336","","","36.107504461331075","0.8205481862322729","36.18291973790345","0.10665330693985317","true","18886.582361434972","true","3","31"
"175","H7","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.4028437542999064","","","29.110942274700236","0.9609388074945375","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","21"
"177","H9","false","Sample 8","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"177","H9","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.397636931149867","","","29.146425688456276","0.9641247123886212","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","22"
"178","H10","false","Sample 8","IFNb1","UNKNOWN","FAM","NFQ-MGB","Amp","2.519888373702791","","","33.673106197244664","0.8821359346881322","33.673106197244664","","true","10459.134441064032","true","3","28"
"178","H10","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.3938234811796355","","","29.057724396601245","0.9478281991304183","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","22"
"179","H11","false","Sample 8","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","1.6369832519316807","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"179","H11","false","Sample 8","GUSB","UNKNOWN","VIC","NFQ-MGB","Amp","2.403445952261149","","","29.285403108950646","0.9135696664679247","29.154588951877535","0.1669300694698572","true","12679.83571224284","true","3","22"
"193","I1","false","No RT","MX1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","30232.787256606887","true","3","39"
"193","I1","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","1.501012122348402","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"194","I2","false","No RT","MX1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","30232.787256606887","true","3","13"
"194","I2","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"195","I3","false","No RT","MX1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","30232.787256606887","true","3","39"
"195","I3","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"197","I5","false","No RT","IFNa2","UNKNOWN","FAM","NFQ-MGB","Amp","2.5587267973837213","","","33.14902040868965","0.8455955090539686","33.2517701518335","0.13559361129444059","true","18886.582361434972","true","3","27"
"197","I5","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","1.410508421804262","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"198","I6","false","No RT","IFNa2","UNKNOWN","FAM","NFQ-MGB","Amp","2.6028749253698247","","","33.20083424618035","0.8582009652033079","33.2517701518335","0.13559361129444059","true","18886.582361434972","true","3","27"
"198","I6","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","1.4026256142592424","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"199","I7","false","No RT","IFNa2","UNKNOWN","FAM","NFQ-MGB","Amp","2.6280860276547515","","","33.40545580063049","0.8505675327186578","33.2517701518335","0.13559361129444059","true","18886.582361434972","true","3","25"
"199","I7","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"201","I9","false","No RT","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"201","I9","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","1.5927555840633374","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"202","I10","false","No RT","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","1.7469108493793335","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"202","I10","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","1.4248824038693837","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"203","I11","false","No RT","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"203","I11","false","No RT","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"217","J1","false","NTC","MX1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","30232.787256606887","true","3","13"
"217","J1","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"218","J2","false","NTC","MX1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","30232.787256606887","true","3","39"
"218","J2","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"219","J3","false","NTC","MX1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","30232.787256606887","true","3","39"
"219","J3","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"221","J5","false","NTC","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"221","J5","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"222","J6","false","NTC","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","18886.582361434972","true","3","39"
"222","J6","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"223","J7","false","NTC","IFNa2","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","18886.582361434972","true","3","36"
"223","J7","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"225","J9","false","NTC","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"225","J9","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"226","J10","false","NTC","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"226","J10","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
"227","J11","false","NTC","IFNb1","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","10459.134441064032","true","3","39"
"227","J11","false","NTC","GUSB","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","true","12679.83571224284","true","3","39"
