# File Name: /shared/data/ui/current_run/10.30.24 STUDY 12.3 LT3 Rpa CELLECTA CypA Rpa3 KO DAY 7 EAS_20241030_155057.eds
# Comment: 
# Operator: Prem P.
# Barcode: H3R024IR
# Instrument Type: QuantStudio™ 7 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS7Pro-3
# Instrument Serial Number: 2778721010074
# Heated Cover Serial Number: 2779320120804
# Block Serial Number: 2778320110708
# Run Start Date/Time: 2024-10-30 03:53:47 PM EDT
# Run End Date/Time: 2024-10-30 06:01:37 PM EDT
# Run Duration: 127 minutes 49 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: NONE
# PCR Stage/Step Number: Stage 2 Step 3
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-10-30 06:02:11 PM EDT
# Exported On: 2024-10-30 06:02:14 PM EDT
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4"
"145","G1","false","LT3 Ren +dox","CypA","UNKNOWN","SYBR","None","Amp","2.4936371916432565","","","17.199688136202965","0.9836325765559367","17.48984116404384","0.3433861513105484","true","10923.979837372324","true","3","11","79.7340087890625","","",""
"146","G2","false","LT3 Ren +dox","CypA","UNKNOWN","SYBR","None","Amp","2.489018793694164","","","17.400882500612894","0.9799607252838121","17.48984116404384","0.3433861513105484","true","10923.979837372324","true","3","12","79.58518981933594","","",""
"147","G3","false","LT3 Ren +dox","CypA","UNKNOWN","SYBR","None","Amp","2.5041170818632037","","","17.868952855315655","0.9742825637383642","17.48984116404384","0.3433861513105484","true","10923.979837372324","true","3","13","79.58518981933594","","",""
"152","G8","false","LT3 Ren +dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.454590560250237","","","24.360596022670357","0.9598010960380463","24.446094700259483","0.11889937740636823","true","9892.546323366665","true","3","18","84.34761810302734","","",""
"153","G9","false","LT3 Ren +dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.464821779560382","","","24.395814237132498","0.9850858718223584","24.446094700259483","0.11889937740636823","true","9892.546323366665","true","3","19","84.3478012084961","","",""
"154","G10","false","LT3 Ren +dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.470407876505834","","","24.581873840975604","0.9623503556682232","24.446094700259483","0.11889937740636823","true","9892.546323366665","true","3","19","84.198974609375","","",""
"159","G15","false","LT3 Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.711733857302561","","","16.333305103785385","0.9900528256173871","16.316943408439858","0.02129691761405787","true","43568.30934548121","true","3","10","82.85890197753906","","",""
"160","G16","false","LT3 Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7021510723846514","","","16.324661614006445","0.97951207282353","16.316943408439858","0.02129691761405787","true","43568.30934548121","true","3","9","83.00772857666016","","",""
"161","G17","false","LT3 Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7060943172553533","","","16.29286350752775","0.9870969917714832","16.316943408439858","0.02129691761405787","true","43568.30934548121","true","3","8","83.00820922851562","","",""
"162","G18","false","Rpa3 - Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","39","84.4964828491211","69.7625732421875","73.33443450927734","78.69221496582031"
"163","G19","false","Rpa3 - Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","1.7521061503124655","","","Undetermined","0.0","","","true","43568.30934548121","true","3","10","83.15703582763672","87.47303009033203","70.06022644042969","67.08367919921875"
"164","G20","false","Rpa3 - Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","39","87.62185668945312","80.92462921142578","70.20906066894531","77.20394134521484"
"169","H1","false","LT3 Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.5060674572395114","","","15.28252511724413","0.972504182286855","15.466263217374115","0.2153259246507651","true","10923.979837372324","true","3","9","79.58518981933594","","",""
"170","H2","false","LT3 Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.491940684331596","","","15.413061640684177","0.9730691821403386","15.466263217374115","0.2153259246507651","true","10923.979837372324","true","3","9","79.58518981933594","","",""
"171","H3","false","LT3 Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.5019594284365434","","","15.703202894194042","0.9778376652903102","15.466263217374115","0.2153259246507651","true","10923.979837372324","true","3","8","79.43636322021484","","",""
"176","H8","false","LT3 Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.467611561806979","","","21.752347983630187","0.983907193826372","21.721422668040066","0.04590249445287674","true","9892.546323366665","true","3","15","84.34761810302734","","",""
"177","H9","false","LT3 Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4727265313983264","","","21.743239463551326","0.9638270322912128","21.721422668040066","0.04590249445287674","true","9892.546323366665","true","3","16","84.198974609375","","",""
"178","H10","false","LT3 Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4819124633325984","","","21.668680556938682","0.9716478814492268","21.721422668040066","0.04590249445287674","true","9892.546323366665","true","3","15","84.198974609375","","",""
"183","H15","false","LT3 Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.690733562538886","","","19.280333619859924","0.9808532850394365","19.35499248198822","0.06474049281882967","true","43568.30934548121","true","3","10","83.00772857666016","","",""
"184","H16","false","LT3 Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6820775038761724","","","19.395619205856214","0.9871269900172577","19.35499248198822","0.06474049281882967","true","43568.30934548121","true","3","13","83.00772857666016","","",""
"185","H17","false","LT3 Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6993076567203476","","","19.38902462024852","0.9800991033277122","19.35499248198822","0.06474049281882967","true","43568.30934548121","true","3","11","82.85938262939453","","",""
"186","H18","false","Ren + Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","39","76.60863494873047","85.98475646972656","73.92974090576172","83.4546890258789"
"187","H19","false","Ren + Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","10","86.87772369384766","84.1988296508789","80.92462921142578","73.03677368164062"
"188","H20","false","Ren + Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","1.9289971008133695","","","Undetermined","0.0","","","true","43568.30934548121","true","3","11","86.58006286621094","72.59029388427734","81.66876220703125",""
"193","I1","false","UCOE Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.498217097860963","","","17.627644773459778","0.9692285142969208","17.646082680486995","0.026949638889454154","true","10923.979837372324","true","3","12","79.58518981933594","","",""
"194","I2","false","UCOE Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.4860277787709673","","","17.633591826893237","0.9766437879941433","17.646082680486995","0.026949638889454154","true","10923.979837372324","true","3","13","79.58518981933594","","",""
"195","I3","false","UCOE Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.4879774552359746","","","17.67701144110797","0.9776521099863509","17.646082680486995","0.026949638889454154","true","10923.979837372324","true","3","12","79.43636322021484","","",""
"200","I8","false","UCOE Ren + dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4215659274125265","","","26.17408260422262","0.9779720150263612","26.253826516264755","0.08630741208817194","true","9892.546323366665","true","3","18","84.19879913330078","","",""
"201","I9","false","UCOE Ren + dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.436971300670113","","","26.345463815427678","0.9617422317004575","26.253826516264755","0.08630741208817194","true","9892.546323366665","true","3","21","84.198974609375","","",""
"202","I10","false","UCOE Ren + dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.44741713905573","","","26.241933129143973","0.9559521983910004","26.253826516264755","0.08630741208817194","true","9892.546323366665","true","3","19","84.198974609375","","",""
"207","I15","false","UCOE Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6874459136563886","","","16.640910039254855","0.9816470424699714","16.790294609955705","0.1294628540430895","true","43568.30934548121","true","3","8","82.85890197753906","","",""
"208","I16","false","UCOE Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.684037872829934","","","16.860106515772536","0.9781751486513584","16.790294609955705","0.1294628540430895","true","43568.30934548121","true","3","9","82.85890197753906","","",""
"209","I17","false","UCOE Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6985467725455656","","","16.86986727483972","0.9877782960691283","16.790294609955705","0.1294628540430895","true","43568.30934548121","true","3","11","82.85938262939453","","",""
"210","I18","false","Ren - Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","39","75.41801452636719","85.98475646972656","70.20906066894531","67.23251342773438"
"211","I19","false","Ren - Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","39","76.16215515136719","81.07345581054688","68.42312622070312","86.43123626708984"
"212","I20","false","Ren - Dox No-RT Pool","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","39","86.28240966796875","70.20906066894531","76.01332092285156","93.27729797363281"
"217","J1","false","Cellecta Ren + dox","CypA","UNKNOWN","SYBR","None","Amp","2.4726290844650363","","","16.254366906863908","0.9589526052967478","16.319463489265974","0.1153807416211227","true","10923.979837372324","true","3","10","79.58518981933594","","",""
"218","J2","false","Cellecta Ren + dox","CypA","UNKNOWN","SYBR","None","Amp","2.4710729501265787","","","16.452682241659772","0.9830377444696414","16.319463489265974","0.1153807416211227","true","10923.979837372324","true","3","11","79.43636322021484","","",""
"219","J3","false","Cellecta Ren + dox","CypA","UNKNOWN","SYBR","None","Amp","2.4539962570900227","","","16.25134131927424","0.9881582607021248","16.319463489265974","0.1153807416211227","true","10923.979837372324","true","3","9","79.43636322021484","","",""
"224","J8","false","UCOE Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.441426816872278","","","23.52032127707563","0.9706042084976837","23.678382988649307","0.17614676218214778","true","9892.546323366665","true","3","16","84.19879913330078","","",""
"225","J9","false","UCOE Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4543069445214947","","","23.86827435737063","0.9683606719731168","23.678382988649307","0.17614676218214778","true","9892.546323366665","true","3","19","84.198974609375","","",""
"226","J10","false","UCOE Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4691030395184828","","","23.646553331501664","0.9790073209220018","23.678382988649307","0.17614676218214778","true","9892.546323366665","true","3","18","84.198974609375","","",""
"231","J15","false","UCOE Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.689333263103941","","","18.47410646134749","0.9796853651382098","18.572103292270075","0.08912734753970983","true","43568.30934548121","true","3","9","82.85890197753906","","",""
"232","J16","false","UCOE Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.697950033495173","","","18.59387763885333","0.9782322828065751","18.572103292270075","0.08912734753970983","true","43568.30934548121","true","3","9","82.85890197753906","","",""
"233","J17","false","UCOE Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6891437338819353","","","18.64832577660941","0.9797814259979843","18.572103292270075","0.08912734753970983","true","43568.30934548121","true","3","10","82.85938262939453","","",""
"234","J18","false","NTC","B-Actin","UNKNOWN","SYBR","None","No Amp","1.7118918038434523","","","Undetermined","0.0","","","true","43568.30934548121","true","3","7","79.5851821899414","75.71566772460938","71.99498748779297","87.77068328857422"
"235","J19","false","NTC","B-Actin","UNKNOWN","SYBR","None","No Amp","1.715438979302435","","","Undetermined","0.0","","","true","43568.30934548121","true","3","6","84.64530944824219","88.36599731445312","73.03677368164062","80.92462921142578"
"236","J20","false","NTC","B-Actin","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","43568.30934548121","true","3","37","68.86961364746094","87.77068328857422","76.31097412109375","82.71055603027344"
"241","K1","false","Cellecta Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.485886288708957","","","15.672075436879926","0.9767712340887275","15.896913191967462","0.23786571614077254","true","10923.979837372324","true","3","10","79.58518981933594","","",""
"242","K2","false","Cellecta Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.5156198660294544","","","15.872708181297778","0.9786479493821678","15.896913191967462","0.23786571614077254","true","10923.979837372324","true","3","9","79.43636322021484","","",""
"243","K3","false","Cellecta Ren - dox","CypA","UNKNOWN","SYBR","None","Amp","2.4827242638924023","","","16.14595595772468","0.9691082548657978","15.896913191967462","0.23786571614077254","true","10923.979837372324","true","3","10","79.43636322021484","","",""
"248","K8","false","Cellecta Ren + dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.443890205705515","","","24.09785844928539","0.9503079759472728","24.132566173679237","0.04263294366978037","true","9892.546323366665","true","3","19","84.19879913330078","","",""
"249","K9","false","Cellecta Ren + dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.453623319136555","","","24.180154094263884","0.9783736326300626","24.132566173679237","0.04263294366978037","true","9892.546323366665","true","3","19","84.198974609375","","",""
"250","K10","false","Cellecta Ren + dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4530072028292462","","","24.11968597748843","0.9794309986434515","24.132566173679237","0.04263294366978037","true","9892.546323366665","true","3","19","84.198974609375","","",""
"255","K15","false","Cellecta Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7072288151923836","","","16.080305692445194","0.9863147311364444","16.282017605849195","0.17763162569197535","true","43568.30934548121","true","3","8","82.85890197753906","","",""
"256","K16","false","Cellecta Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7093830596706843","","","16.35066762460268","0.9755703601415177","16.282017605849195","0.17763162569197535","true","43568.30934548121","true","3","10","82.85890197753906","","",""
"257","K17","false","Cellecta Rpa3 + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7051468663332208","","","16.415079500499715","0.9772828505546829","16.282017605849195","0.17763162569197535","true","43568.30934548121","true","3","9","82.85938262939453","","",""
"265","L1","false","UCOE Ren + dox","CypA","UNKNOWN","SYBR","None","Amp","2.4846832450255185","","","18.435943693435803","0.9729733764538532","18.60811427428985","0.14963127350356936","true","10923.979837372324","true","3","14","79.58518981933594","","",""
"266","L2","false","UCOE Ren + dox","CypA","UNKNOWN","SYBR","None","Amp","2.484343621089539","","","18.681650209090648","0.9629130391912449","18.60811427428985","0.14963127350356936","true","10923.979837372324","true","3","11","79.43636322021484","","",""
"267","L3","false","UCOE Ren + dox","CypA","UNKNOWN","SYBR","None","Amp","2.500464257829517","","","18.706748920343095","0.9898435677391663","18.60811427428985","0.14963127350356936","true","10923.979837372324","true","3","13","79.43636322021484","","",""
"272","L8","false","Cellecta Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.543920970085055","","","21.63497452343087","0.97817090245351","21.729418187037947","0.14113901492095263","true","9892.546323366665","true","3","15","84.19879913330078","","",""
"273","L9","false","Cellecta Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.47387771640185","","","21.66161603292472","0.9771121828244815","21.729418187037947","0.14113901492095263","true","9892.546323366665","true","3","14","84.198974609375","","",""
"274","L10","false","Cellecta Ren - dox","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4725415613978496","","","21.891664004758248","0.9665654156075593","21.729418187037947","0.14113901492095263","true","9892.546323366665","true","3","15","84.198974609375","","",""
"279","L15","false","Cellecta Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6868902137790123","","","17.478181837470792","0.9820630651510682","17.636790446671363","0.13793225518183463","true","43568.30934548121","true","3","8","83.00772857666016","","",""
"280","L16","false","Cellecta Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6974937982287304","","","17.7286561538668","0.977648114440938","17.636790446671363","0.13793225518183463","true","43568.30934548121","true","3","9","82.85890197753906","","",""
"281","L17","false","Cellecta Rpa3 - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7038947266913036","","","17.703533348676494","0.9808995371517797","17.636790446671363","0.13793225518183463","true","43568.30934548121","true","3","8","82.85938262939453","","",""
"289","M1","false","KPCY C4","CypA","UNKNOWN","SYBR","None","Amp","2.4810032537051834","","","16.457567577368934","0.97948557108046","16.524692950850227","0.14136327484819222","true","10923.979837372324","true","3","9","79.58518981933594","","",""
"290","M2","false","KPCY C4","CypA","UNKNOWN","SYBR","None","Amp","2.5008756088948463","","","16.42939829921982","0.9768070928966799","16.524692950850227","0.14136327484819222","true","10923.979837372324","true","3","11","79.58518981933594","","",""
"291","M3","false","KPCY C4","CypA","UNKNOWN","SYBR","None","Amp","2.5003737905629166","","","16.687112975961924","0.9687896465897531","16.524692950850227","0.14136327484819222","true","10923.979837372324","true","3","12","79.43636322021484","","",""
"296","M8","false","KPCY C4","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.474925771153551","","","21.16966538181881","0.984205046769621","20.984873543630993","0.17324659539489","true","9892.546323366665","true","3","15","84.19879913330078","","",""
"297","M9","false","KPCY C4","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4792291843538017","","","20.826119767276374","0.9813346337097282","20.984873543630993","0.17324659539489","true","9892.546323366665","true","3","13","84.198974609375","","",""
"298","M10","false","KPCY C4","mRpa3 1","UNKNOWN","SYBR","None","Amp","2.4773716025120867","","","20.9588354817978","0.9827458905377288","20.984873543630993","0.17324659539489","true","9892.546323366665","true","3","14","84.198974609375","","",""
"303","M15","false","LT3 Ren +dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6856097750436883","","","18.729283980875003","0.9794951020246471","18.794387499970913","0.08881102697250871","true","43568.30934548121","true","3","10","82.85890197753906","","",""
"304","M16","false","LT3 Ren +dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6997266505587096","","","18.758320403779905","0.9880169303958396","18.794387499970913","0.08881102697250871","true","43568.30934548121","true","3","11","82.85890197753906","","",""
"305","M17","false","LT3 Ren +dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6859663365711297","","","18.895558115257828","0.9862912415999403","18.794387499970913","0.08881102697250871","true","43568.30934548121","true","3","13","82.85938262939453","","",""
"313","N1","false","CypA + Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","89.70524597167969","92.97938537597656","80.18048095703125","75.41810607910156"
"314","N2","false","CypA + Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","85.09169006347656","88.96112060546875","93.12820434570312","80.626953125"
"315","N3","false","CypA + Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","Amp","2.454546769368187","","","34.04817037737513","0.9585849189681023","34.04817037737513","","true","10923.979837372324","true","3","28","79.7340087890625","","",""
"320","N8","false","Rpa3 + Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","22","84.34761810302734","79.28770446777344","89.25871276855469","71.10255432128906"
"321","N9","false","Rpa3 + Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","39","85.83605194091797","82.71072387695312","75.26945495605469","78.69243621826172"
"322","N10","false","Rpa3 + Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","12","92.97966766357422","78.24595642089844","73.18589782714844","82.41307067871094"
"327","N15","false","LT3 Ren - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7008677315057263","","","16.767425930365114","0.9836648710256891","16.87753984744298","0.11134913223838912","true","43568.30934548121","true","3","8","82.85890197753906","","",""
"328","N16","false","LT3 Ren - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.702269416369399","","","16.87510921428133","0.9838276703192537","16.87753984744298","0.11134913223838912","true","43568.30934548121","true","3","8","82.85890197753906","","",""
"329","N17","false","LT3 Ren - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.69494061817366","","","16.990084397682487","0.9687861970927582","16.87753984744298","0.11134913223838912","true","43568.30934548121","true","3","10","82.85938262939453","","",""
"337","O1","false","CypA - Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","Inconclusive","2.3581241251620835","","","36.47172645034131","0.9395494350915687","36.47172645034131","","true","10923.979837372324","true","3","29","79.43636322021484","","",""
"338","O2","false","CypA - Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","85.98463439941406","69.0186538696289","92.97938537597656","82.56167602539062"
"339","O3","false","CypA - Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","84.19874572753906","76.31105041503906","68.72100830078125","79.7340087890625"
"344","O8","false","Rpa3 - Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","15","89.70516967773438","83.90115356445312","69.31671142578125","77.35303497314453"
"345","O9","false","Rpa3 - Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","39","82.41307067871094","86.8778305053711","77.6506576538086","71.25116729736328"
"346","O10","false","Rpa3 - Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","27","81.96659851074219","87.32431030273438","69.16761779785156","77.6506576538086"
"351","O15","false","UCOE Ren + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.684602556506355","","","18.956755915133016","0.9855248497334947","18.959886277324213","0.013364951356461846","true","43568.30934548121","true","3","13","82.85890197753906","","",""
"352","O16","false","UCOE Ren + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.675980342383186","","","18.948364344559387","0.9893800104027546","18.959886277324213","0.013364951356461846","true","43568.30934548121","true","3","9","82.85890197753906","","",""
"353","O17","false","UCOE Ren + dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.6855764901342996","","","18.974538572280238","0.976374338728278","18.959886277324213","0.013364951356461846","true","43568.30934548121","true","3","11","82.85938262939453","","",""
"361","P1","false","Ren + Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","87.4728775024414","72.14396667480469","81.07342529296875","74.97163391113281"
"362","P2","false","Ren + Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","87.17523193359375","74.22750854492188","83.00814819335938","67.53041076660156"
"363","P3","false","Ren + Dox No-RT Pool","CypA","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","10923.979837372324","true","3","39","77.9481201171875","72.73926544189453","69.61395263671875","85.38933563232422"
"368","P8","false","Ren + Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","1.691767346486053","","","Undetermined","0.0","","","true","9892.546323366665","true","3","15","68.87024688720703","88.96106719970703","77.35303497314453","86.13346862792969"
"369","P9","false","Ren + Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","39","77.6506576538086","69.16761779785156","83.15719604492188","72.88824462890625"
"370","P10","false","Ren + Dox No-RT Pool","mRpa3 1","UNKNOWN","SYBR","None","No Amp","0.0","","","Undetermined","0.0","","","true","9892.546323366665","true","3","39","78.84126281738281","85.38957214355469","88.51490783691406","81.81776428222656"
"375","P15","false","UCOE Ren - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7089516474766","","","18.500393178571436","0.9843281795847846","18.47640253039347","0.1001452221033981","true","43568.30934548121","true","3","12","82.85890197753906","","",""
"376","P16","false","UCOE Ren - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7263239974653235","","","18.56237353781831","0.976718861455861","18.47640253039347","0.1001452221033981","true","43568.30934548121","true","3","10","82.7100830078125","","",""
"377","P17","false","UCOE Ren - dox","B-Actin","UNKNOWN","SYBR","None","Amp","2.7258619838152662","","","18.36644087479067","0.980929158526035","18.47640253039347","0.1001452221033981","true","43568.30934548121","true","3","11","82.85938262939453","","",""
